,rmssd,sdnn,sdsd,nn50,pnn50,mrri,mhr,ln(sdnn),stdhr,cvrr
A00062,34.77682575261304,43.77782905191069,35.26773498983358,4.0,11.76470588235294,863.3333333333333,69.66678862765521,3.779127503197567,3.434768987481038,5.070791009873826
A00063,370.7797047491416,306.6702693639193,373.95948680650235,49.0,81.66666666666667,969.7777777777776,70.61578394230398,5.7257731292317935,30.433743603127855,31.622736300129173
A00064,262.48592419187054,177.93497323700788,265.8746109389543,23.0,57.49999999999999,741.3333333333334,86.19103776708526,5.181418164653668,23.497386840862234,24.00201977117912
A00065,115.94863527228502,98.60110252606124,117.4631287633568,8.0,25.0,837.2916666666667,73.29939420608642,4.591082443351969,14.937624278328533,11.776195375095643
A00066,559.8241291294574,370.70784850484273,566.8728571578782,35.0,85.36585365853658,718.7804878048781,101.75002193486252,5.915414282052449,38.88668919777575,51.574556459784695
A00067,304.8856429142823,202.49611937657744,309.0911472969379,30.0,78.94736842105263,742.9824561403508,86.5831407292621,5.3107207227905135,23.456044003726237,27.254495406056474
A00068,264.9724138791792,179.73470572320346,266.69866401599063,48.0,62.33766233766234,775.5411255411256,81.69522645455787,5.191481906601152,20.260106833618305,23.17539325819704
A00069,220.06215128311007,173.1935662662196,224.1115412154914,7.0,25.925925925925924,1069.6296296296296,58.45837622216848,5.154409849169455,15.426885042734806,16.191919283891725
A00070,173.24061969501352,146.91939624570927,175.63023461991384,14.0,36.84210526315789,758.6842105263158,83.56308174088123,4.989884111534565,24.00931824404776,19.36502621344763
A00071,111.48492673401587,70.85339774554237,112.74047748589942,25.0,54.347826086956516,630.7246376811594,96.20542636975006,4.260612921875183,9.856333594558718,11.23364991829601
A00072,369.3871232823998,243.2248697905974,374.4694834839381,34.0,89.47368421052632,785.2631578947368,84.07935795207327,5.493986405515876,27.294877988847826,30.973676447864285
A00073,273.0462663467338,183.34702684461553,276.2758138804446,20.0,45.45454545454545,672.0454545454545,94.84408034747666,5.211380678648829,22.739949045738598,27.28193838743011
A00074,442.97034581642964,343.1315523047804,453.39245540118844,13.0,56.52173913043478,1271.5942028985507,53.143604426691425,5.838113908051685,23.90561581991515,26.98435959542951
A00075,368.80495389445895,267.39856824970906,373.59688017954863,27.0,67.5,730.0,91.45142790819696,5.58874031031435,27.1218868451221,36.62994085612453
A00076,335.81285006722163,200.71296974171435,340.4201608099701,26.0,68.42105263157895,757.5438596491229,84.41933415743712,5.301875876244065,21.683312284286803,26.49522759443658
A00077,296.2858042123817,250.98497023637262,300.05933648714455,32.0,78.04878048780488,712.6829268292682,95.41492704888118,5.525393057802569,33.95024323749548,35.21691916389897
A00078,181.38490315290144,148.4650307568882,182.30541873593086,39.0,41.935483870967744,618.0645161290323,101.74671784871852,5.000349447393654,20.0858485282591,24.020960091145792
A00079,118.28706634860582,120.65259834111015,119.95002095140634,10.0,28.57142857142857,844.7619047619047,73.28780316447963,4.792915328027372,16.9090995903065,14.282438360559826
A00080,75.94367557911004,49.35120526514886,76.83668374541061,3.0,6.8181818181818175,665.6060606060606,90.78303605571642,3.898962188380628,9.091504891492715,7.414476547916743
A00081,182.1015013395646,117.30718569635302,183.3792741320182,20.0,27.397260273972602,812.9680365296804,75.58125892247087,4.76479601291661,12.921102344876832,14.429495432206982
A00082,312.22078435270475,229.17820151384083,316.89903754981646,22.0,64.70588235294117,852.843137254902,77.12893179226886,5.434499873484488,27.051450456959458,26.872257218544387
A00083,94.84472778209499,57.308740837781954,95.55895639048973,15.0,22.058823529411764,867.9901960784314,69.4256939041693,4.0484531572488525,4.720099673364876,6.60246407121902
A00084,210.1300302898889,151.80440675831704,213.09566373993138,16.0,43.24324324324324,797.837837837838,78.55105214433662,5.022592894568605,18.91858360209319,19.026975101821574
A00085,361.3799876798596,274.90832128443697,366.2344116969044,33.0,86.8421052631579,770.8771929824561,87.40532533464005,5.616437664936554,30.03194663793092,35.66175310244176
A00086,291.1412850546069,236.98424280747304,294.94567714519343,31.0,77.5,739.25,90.60069262943269,5.467993652880419,31.398289021091276,32.057388272908085
A00087,270.7061472922589,211.21536500752907,273.7945798013325,37.0,82.22222222222221,651.6296296296297,98.77102366269216,5.3528783001685,22.009804378158655,32.413407157004
A00088,196.81548804994068,158.02669266136095,199.52621559762696,10.0,26.31578947368421,778.9473684210525,81.99120006136697,5.0627639596527505,25.30330345462916,20.28721054436391
A00089,169.58867137965748,109.0460074740554,172.0525835413929,8.0,22.22222222222222,813.6111111111112,75.11512991601309,4.691769880093458,11.229765011062575,13.402718569702952
A00090,216.8925947579094,174.12351463997416,219.803585611852,28.0,71.7948717948718,752.1367521367523,84.04015760625424,5.159764901639891,19.33364114744478,23.15051274190565
A00091,394.8010348806814,256.99875089944544,402.0447992153756,16.0,55.172413793103445,1016.4367816091955,61.26017951067686,5.549071224569967,9.473648112321214,25.28428285451968
A00092,281.5530021563539,178.51834205372958,284.8547733665065,29.0,65.9090909090909,672.5,95.08445492582865,5.184691352544123,24.197713408814355,26.545478372301794
A00093,305.91998469703975,205.55463155255478,319.5224761962964,10.0,76.92307692307693,689.7435897435897,93.92385166998905,5.325711845576315,26.885992394876617,29.801600857061842
A00094,323.4437710265465,202.45366760902277,326.7862419401875,40.0,80.0,596.8666666666667,109.50024763918546,5.3105110584366875,29.248353330676732,33.91941264531824
A00095,194.39868742664547,147.57105933647065,197.23178321999984,16.0,45.714285714285715,832.857142857143,75.01292445645207,4.994309817985004,18.135111462042328,17.71865206441328
A00096,30.933022029084913,31.58935053772497,31.192807048268904,6.0,9.836065573770492,973.6065573770492,61.690665016153346,3.452820055492965,2.011530450000494,3.2445704374494415
A00097,789.2463677837416,555.1975199570946,804.7997999184133,26.0,96.29629629629629,1077.6543209876543,74.77052130633592,6.319323942246549,41.73588886760006,51.519073337753085
A00098,197.81210688334934,174.79320432208002,201.1612519785394,18.0,58.06451612903226,936.1290322580645,67.4617125622194,5.163603585589737,19.258006271314475,18.67191362503267
A00099,165.89153082662176,168.97126228431316,168.31065937096741,17.0,47.22222222222222,808.7037037037036,78.68236062874202,5.12972865480872,22.777058885155775,20.894087848300693
A00100,179.0495187335899,110.85725892684572,180.91877757144377,42.0,97.67441860465115,677.4418604651163,90.69389415071714,4.708243418147873,13.992025831553578,16.36409932665419
A00101,137.27830612785596,103.64977900822151,138.6717686136253,33.0,64.70588235294117,581.6339869281046,106.34730252396116,4.641017706783245,18.653821621230946,17.82044745281255
A00102,315.7260885054685,218.41325249396843,320.1241776940891,26.0,83.87096774193549,915.05376344086,70.36985180623675,5.386388921947236,22.136743475644593,23.86889833365343
A00103,386.31478241339806,290.4539701431706,388.892537091425,36.0,47.368421052631575,764.561403508772,86.82126005658677,5.671445113283565,24.165538490932587,37.989619775495
A00104,259.0688454188706,184.74623492537637,263.70868255213054,15.0,51.724137931034484,1024.48275862069,61.03090791468481,5.218983180326341,14.998904642512844,18.033122897461844
A00105,127.5393410869925,100.93388206448344,128.62058423302722,16.0,27.11864406779661,1005.4802259887006,60.45691295624569,4.614465669450586,8.296075407631017,10.038375639385047
A00106,325.52948321840904,263.4596843750582,333.97880487429615,12.0,57.14285714285714,732.5396825396825,93.97023909650972,5.573900355801488,36.00144452868588,35.96524402086385
A00107,148.80291560419,108.60156217367896,150.25468574468914,28.0,52.83018867924528,553.7106918238993,112.09725322744376,4.687685792052721,20.21479763609908,19.613412523415445
A00108,338.55698683284226,228.9558390950267,340.67746479624464,55.0,75.34246575342466,819.5433789954338,79.35884207324476,5.433529142577961,23.748329587740653,27.93700064732051
A00109,133.2669105383795,152.20772897899357,135.27413922082624,19.0,57.57575757575758,897.070707070707,70.06704724112608,5.0252462258661845,20.244836094213568,16.96719419988781
A00110,174.04033530815846,173.65708050406525,176.1662212036069,13.0,43.333333333333336,958.6666666666666,65.70629198890411,5.157082552928735,18.64799364303126,18.11443816106383
A00111,322.1360996018091,221.12728556820895,326.2080768492856,29.0,70.73170731707317,724.8780487804879,90.54951759210893,5.398738488517924,27.767755710621064,30.505446528588713
A00112,542.62954711002,360.6359932808967,551.9775255502003,19.0,65.51724137931035,1003.448275862069,67.87460169838322,5.887869120765561,26.07438479162632,35.939669433491424
A00113,12.042808632793347,21.194640254756994,12.157753446406145,0.0,0.0,741.025641025641,81.03126990070966,3.0537483315422254,2.240493629012762,2.8601763665589024
A00114,344.97050767100467,221.7830211719336,349.0514136643418,39.0,88.63636363636364,672.0454545454545,98.86168346090739,5.401699521814528,31.28121658591089,33.00119354604355
A00115,253.26058005385306,170.27514493862247,256.2997588677445,25.0,59.523809523809526,688.2539682539683,92.21133117502457,5.1374156283302055,22.085311405916062,24.740161741543393
A00116,133.64331782198252,125.92320634130384,136.003839412626,3.0,10.0,943.1111111111112,65.65671489686714,4.8356722476653005,15.83127671856147,13.351895111589709
A00117,105.99667031396345,112.48296893598422,107.58609241277256,4.0,11.428571428571429,837.9999999999999,74.01007499557977,4.722801822948575,18.686088125171047,13.422788655845375
A00118,534.7062920084729,354.2365110670828,541.8832881943677,32.0,82.05128205128204,728.1196581196582,97.37853966040929,5.8699648004063985,35.957632247263696,48.650864884198484
A00119,329.9716197512596,245.08161905781512,334.77090568085936,23.0,63.888888888888886,804.1666666666666,83.320141781311,5.501591294077738,30.320904202891942,30.47647076366613
A00120,251.88449626365372,161.1933591990004,253.42019250846235,48.0,57.831325301204814,704.9799196787149,89.11572358306098,5.08260463318797,19.190855579204857,22.864957525664295
A00121,243.03511282542294,188.82994692081354,246.0362110553725,21.0,55.26315789473685,773.2456140350877,84.21993841673303,5.240846858298354,28.160537231030048,24.420435563213548
A00122,7.1400554729541685,9.194444797052759,7.203572978471833,0.0,0.0,832.4761904761904,72.08264408242586,2.2185994752711014,0.7932872735763603,1.1044694013162566
A00123,161.22848276875266,110.90940472902949,163.66596222902805,13.0,40.625,905.4166666666667,67.27796734059746,4.708713694448965,8.635227793113577,12.249543090182732
A00124,358.1309506001649,274.028732128122,363.22571839330743,31.0,86.11111111111111,814.9999999999999,83.94271448554433,5.613232962671925,32.886149667989706,33.62315731633399
A00125,380.82098763674327,277.0216435425055,386.00129144472686,32.0,84.21052631578947,774.9999999999999,87.55284048015737,5.624095638667428,30.365968177796965,35.74472819903297
A00126,346.3685802950924,260.5476020040348,352.9464903795263,16.0,57.14285714285714,1018.6904761904761,63.35487081938549,5.562785577720603,18.658649450327427,25.57671914028155
A00127,129.8960083026918,99.44150188179498,131.36427687886297,8.0,21.052631578947366,762.0175438596491,80.0487020995036,4.5995695504853735,10.513128102446734,13.049765413289546
A00128,461.7159399407847,299.12763755702514,469.804428909624,25.0,83.33333333333334,763.5555555555554,90.76148168551528,5.70087036376434,33.87883074938957,39.17562191520994
A00129,211.48728894430727,130.81436170426738,213.95842689877662,12.0,27.27272727272727,651.5909090909091,95.01667332341096,4.873779231957922,16.690208269783117,20.076148988447034
A00130,236.44120716246655,144.27265770426277,240.29579473123792,15.0,48.38709677419355,929.2473118279569,66.25192176870777,4.971704965526845,11.546612352169348,15.525754647646886
A00131,52.72414428842354,35.985332435586955,53.68591905146198,8.0,28.57142857142857,1014.047619047619,59.240896636376625,3.583111423088194,2.109719626780843,3.548682700856192
A00132,273.44881558080925,181.9325466818251,276.825255752112,38.0,90.47619047619048,692.3015873015873,92.39181092613475,5.20363599575192,23.112281131998994,26.27937737236038
A00133,155.4252796164757,91.75722431571837,157.51099118449758,8.0,20.51282051282051,745.6410256410256,81.96793010121057,4.519146222970812,13.040779703413705,12.3058175664134
A00134,283.51954665125527,167.83441916332973,287.91231926444095,12.0,36.36363636363637,890.1010101010103,69.9371530724999,5.122977893161712,15.738165183612777,18.855659892384974
A00135,119.84017133944135,96.19683574971391,120.60033708788913,12.0,19.672131147540984,970.983606557377,62.52667896628721,4.566396464716077,7.798797918889477,9.907153436995692
A00136,221.28189942321464,165.87103165161227,223.457099230274,22.0,47.82608695652174,637.0289855072464,99.2540398637913,5.11121056863816,20.1874369605532,26.03822360132237
A00137,243.07495160704124,208.33429307347376,245.7883626047401,34.0,73.91304347826086,639.1304347826086,100.95655233066692,5.3391439678103545,23.832322547364942,32.5965220455095
A00138,275.92658407261126,179.80996980472415,277.4744468870212,45.0,50.56179775280899,669.4382022471909,94.99660431462522,5.191900569914742,21.50153351206438,26.85983100473389
A00139,481.06459872676993,297.20253149888333,498.9229983165321,9.0,69.23076923076923,893.8461538461537,77.17703937641298,5.694413830636679,34.790155523251954,33.249852921561825
A00140,9.66451125395268,30.787571828979605,9.512654277216727,0.0,0.0,893.5353535353536,67.22661331906856,3.4271110965005196,2.324138561439805,3.4455907880047256
A00141,253.60929945030952,181.88335459081145,259.4568734257567,14.0,60.86956521739131,722.0289855072464,89.41920506347783,5.203365572765232,27.296362816788907,25.19058905412684
A00142,312.07433471913447,243.5709784814285,315.9796298177987,29.0,76.31578947368422,784.0350877192983,86.0796507997457,5.495408392783763,32.85240591973365,31.06633648118466
A00143,248.34623955448714,213.55447838778167,250.38990041318715,21.0,39.62264150943396,1119.1823899371068,57.57136978624472,5.363891968211493,22.282202967079087,19.08129365757645
A00144,583.7219484748822,362.11703669805917,592.7718728701567,29.0,85.29411764705883,811.8627450980392,88.02393481438645,5.891967465369458,35.46600464184319,44.603233598843175
A00145,199.88322416677022,115.39769767473105,201.244436683101,21.0,28.000000000000004,746.088888888889,82.47682155357961,4.748384403049425,14.302737066649929,15.467017321030848
A00146,38.93342992611834,26.080329798639916,39.70252634645054,4.0,14.814814814814813,1079.0123456790125,55.637853683526494,3.2611813826318676,1.351599145454385,2.417055736487223
A00147,1417.1754742396317,1015.1726973343527,1435.7001663861727,36.0,90.0,1443.75,52.98152221223965,6.92281402215984,22.01714474708681,70.31499202315862
A00148,322.9918012948683,258.1988434749545,328.5096187390665,12.0,38.70967741935484,954.1935483870968,68.78846994598506,5.55372999921953,24.367071905349114,27.0593784574834
A00149,285.1813371553763,205.94051283844445,289.0861353486079,18.0,48.64864864864865,791.6216216216217,80.20349031519451,5.327587354457826,19.208289327451876,26.01501869246311
A00150,63.68060030510747,56.08903102979899,64.1451820256547,8.0,23.52941176470588,859.313725490196,70.19342158971119,4.026940268095558,5.909205735032757,6.527189007460921
A00151,173.5566821586594,101.66995074331112,175.9505857012378,10.0,26.31578947368421,771.578947368421,79.16257363520704,4.621731789810815,11.382167787463317,13.176869468778385
A00152,464.7711503764215,295.3688741287106,472.37489981688435,17.0,54.83870967741935,943.763440860215,68.48467755458702,5.688224995990141,19.875394582097044,31.29691841628129
A00153,229.32042058473033,169.70277253996747,232.02851960837168,14.0,31.818181818181817,665.8333333333334,94.40103100378482,5.134048509996922,18.457778477489466,25.487274974713507
A00154,288.7242666068434,217.47272321555548,291.8329863660709,27.0,56.25,609.5833333333334,110.12444249141413,5.382073432160991,33.66062859887342,35.67563470385052
A00155,285.57933320805193,168.07207390050468,288.6256024869179,37.0,77.08333333333334,610.4861111111111,105.7373185886312,5.124392898716745,27.746989899894672,27.530859562817284
A00156,378.5421189279591,260.3023382670761,383.4097807369116,34.0,91.8918918918919,780.6306306306305,85.78929094546545,5.561843794930116,29.624734481022237,33.34513508095262
A00157,429.7015461962161,299.1927194072131,433.0359063101421,56.0,84.84848484848484,891.8686868686868,74.70748089679694,5.701087912272215,25.182332503512605,33.54672316814553
A00158,604.474366089464,402.298889701077,614.4129366354365,30.0,96.7741935483871,953.5483870967741,76.3815730523969,5.997195319073925,36.314923110400436,42.18966705254867
A00159,531.3849828514163,304.6767134669095,537.940040505898,40.0,97.5609756097561,726.0162601626016,95.84608809270658,5.719251258610744,33.05891533490062,41.96554955927198
A00160,201.8966911611203,172.89617652017975,204.28512056332755,4.0,9.090909090909092,674.1666666666667,92.20736106840819,5.1526912786227514,12.863535213300842,25.645909990632347
A00161,11.48352493920049,19.34308880922073,11.518947861851554,0.0,0.0,768.8744588744589,78.08440396959378,2.962335188194161,1.9440887192076826,2.5157668571195253
A00162,51.64899851516046,75.66349665876798,51.37293390494518,1.0,2.7777777777777777,807.6851851851853,75.2353728947167,4.326295833558183,10.738869958655393,9.367944100821896
A00163,263.05824749864985,223.87830215460193,267.19633776527183,20.0,62.5,919.8958333333334,71.38833598281258,5.411102610264734,27.045963992781285,24.337353648331767
A00164,426.74005050741454,302.99520137469517,429.518006704127,66.0,84.61538461538461,765.4273504273505,90.81817778213129,5.713716968336751,33.88622604027136,39.585102518942925
A00165,226.14103139826562,202.72317617836413,228.47201714983666,16.0,41.02564102564102,764.4444444444445,86.36813059210021,5.3118413842597,31.27251769281831,26.519020139611587
A00166,848.973937192271,666.1429593225939,863.9556278342939,26.0,89.65517241379311,1021.9540229885058,81.18063503614525,6.501504301143122,40.63889372463156,65.18326111918307
A00167,255.76583355906166,166.5898813019223,268.24871618960964,5.0,41.66666666666667,805.5555555555555,77.72230681984024,5.1155349914051484,17.650615382093005,20.6801231961007
A00168,98.95242539514878,115.18604651581265,100.42963263455216,3.0,8.823529411764707,848.9215686274508,72.91057620069742,4.746548616931006,17.089265520545897,13.568514545112475
A00169,346.22300670286245,261.0376630241929,351.4444400533951,28.0,82.35294117647058,847.8431372549019,78.42440739810374,5.564664699686735,27.384945024557094,30.78843851580444
A00170,175.54843053125907,136.72266607773275,177.9011371635318,13.0,33.33333333333333,745.982905982906,84.24802553433142,4.917954538893193,21.68610395812041,18.327855099787733
A00171,233.15171503169827,156.8765384514151,236.47008343218164,16.0,48.484848484848484,890.7070707070709,70.47889105205459,5.055459116699572,19.427975910687756,17.612584834078124
A00172,625.4001893391118,389.51982987436344,636.6691598056397,22.0,75.86206896551724,1024.022988505747,65.78482483362916,5.964914775117222,22.402862995952535,38.03819193968978
A00173,338.5840079430548,264.18771537166737,346.1910185777117,15.0,62.5,832.6388888888888,80.60394180883026,5.576659893549453,29.183783936428878,31.72896665014187
A00174,237.67163246388657,173.76268335053254,240.61962695933346,10.0,23.809523809523807,700.1587301587302,88.98457032157305,5.157690479481606,14.245024041812842,24.81761290202573
A00175,434.5883269128255,279.44795869027496,440.9877999393413,27.0,81.81818181818183,890.9090909090909,75.837123507439,5.632816080948555,29.80155507330968,31.36660760809209
